# New HSK word list (January 2012) V1.0
# Level 1 to 6 -- 5000 words
# Source : http://cedric.hartland.free.fr
# hsk source list from http://www.davidpetersson.com
# Translations from CEDICT Dictionary (see http://www.mdbg.net)
# Distributed under Creative Commons BY-NC licence
#Level	Identifier	Hanzi	PinYin	Translations
3	356	电梯	diàn tī	elevator, escalator, CL:臺|台,部[bù],
3	357	电子	diàn zǐ	electronic, electron (particle physics),
3	358	冬	dōng	sound of beating a drum, onomatopoeia for rat-a-tat etc,
3	359	东	dōng	east, host (i.e. sitting on east side of guest), landlord,
3	360	动物	dòng wù	animal, CL:隻|只,群,個|个[gè],
3	361	短	duǎn	short or brief, to lack, weak point, fault,
3	362	段	duàn	paragraph, section, segment, stage (of a process), classifier for stories, periods of time, lengths of thread etc,
3	363	锻炼	duàn liàn	to engage in physical exercise, to work out, to toughen, to temper,
3	364	多么	duō me	how (wonderful etc), what (a great idea etc), however (difficult it may be etc),
3	365	饿	è	to be hungry, hungry,
3	366	而且	ér qiě	(not only ...) but also, moreover, in addition, furthermore,
3	367	耳朵	ěr duo	ear, CL:隻|只,個|个,對|对[duì],
3	368	发烧	fā shāo	to have a high temperature (from illness), to have a fever,
3	369	发现	fā xiàn	to find, to discover,
3	370	方便	fāng biàn	convenient, to help out, to make things easy for people, convenience, suitable, having money to spare, (euphemism) to go to the toilet,
3	371	放	fàng	to release, to free, to let go, to put, to place, to let out, to set off (fireworks),
3	372	放心	fàng xīn	to feel relieved, to feel reassured, to be at ease,
3	373	分	fēn	to divide, to separate, to allocate, to distinguish (good and bad), part or subdivision, fraction, one tenth (of certain units), unit of length equivalent to 0.33 cm, minute, a point (in sports or games), 0.01 yuan (unit of money),
3	374	附近	fù jìn	(in the) vicinity, nearby, neighboring, next to,
3	375	复习	fù xí	variant of 復習|复习, to revise, to review, revision,
3	376	干净	gān jìng	clean, neat,
3	377	敢	gǎn	to dare, daring, (polite) may I venture,
3	378	感冒	gǎn mào	to catch cold, (common) cold, CL:場|场,次[cì],
3	379	刚才	gāng cái	(just) a moment ago,
3	380	根据	gēn jù	according to, based on, basis, foundation, CL:個|个[gè],
3	381	跟	gēn	heel, to follow closely, to go with, to marry sb (of woman), with, towards, as (compared to), from (different from), and (in addition to),
3	382	更	gèng	more, even more, further, still, still more,
3	383	公园	gōng yuán	public park, CL:場|场[chǎng],
3	384	故事	gù shi	narrative, story, tale,
3	385	刮	guā	to blow (of the wind),
3	386	关	guān	mountain pass, to close, to shut, to turn off, to concern, to involve,
3	387	关系	guān xì	variant of 關係|关系[guān xì],
3	388	关心	guān xīn	to care for sth, caring, concerned,
3	389	关于	guān yú	pertaining to, concerning, regarding, with regards to, about, a matter of,
3	390	国家	guó jiā	country, nation, state, CL:個|个[gè],
3	391	果汁	guǒ zhī	fruit juice,
3	392	过去	guò qu	(in the) past, former, previous, to go over, to pass by,
3	393	还是	hái shi	or, still, nevertheless, had better,
3	394	害怕	hài pà	to be afraid, to be scared,
3	395	河	hé	river, CL:條|条,道[dào],
3	396	黑板	hēi bǎn	blackboard, CL:塊|块,個|个[gè],
3	397	护照	hù zhào	passport, CL:本,個|个[gè],
3	398	花	huā	flower, blossom, CL:朵,支,束,把,盆,簇[cù], fancy pattern, florid, to spend (money, time),
3	399	花园	huā yuán	garden, CL:座,個|个[gè],
3	400	画	huà	to draw, picture, painting, CL:幅,張|张[zhāng],
3	401	坏	huài	bad, spoiled, broken, to break down,
3	402	环境	huán jìng	environment, circumstances, surroundings, CL:個|个[gè], ambient,
3	403	换	huàn	to change, to exchange,
3	404	黄	huáng	yellow, pornographic, to fall through,
3	405	会议	huì yì	meeting, conference, CL:場|场,屆|届[jiè],
3	406	或者	huò zhě	or, possibly, maybe, perhaps,
3	407	机会	jī huì	opportunity, chance, occasion, CL:個|个[gè],
3	408	几乎	jī hū	almost, nearly, practically,
3	409	极	jí	extremely, pole (geography, physics), utmost, top,
3	410	记得	jì de	to remember,
3	411	季节	jì jié	time, season, period, CL:個|个[gè],
3	412	检查	jiǎn chá	inspection, to examine, to inspect, CL:次[cì],
3	413	简单	jiǎn dān	simple, not complicated,
3	414	见面	jiàn miàn	to meet, to see sb, CL:次[cì],
3	415	健康	jiàn kāng	health, healthy,
3	416	讲	jiǎng	to speak, to explain, to negotiate, to emphasise, to be particular about, as far as sth is concerned, speech, lecture,
3	417	教	jiāo	to teach,
3	418	脚	jiǎo	foot, leg, base, kick, CL:雙|双,隻|只[zhī],
3	419	角	jiǎo	angle, corner, horn, horn-shaped, unit of money equal to 0.1 yuan, CL:個|个[gè],
3	420	接	jiē	to receive, to answer (the phone), to meet or welcome sb, to connect, to catch, to join, to extend, to take one's turn on duty, to take over for sb,
3	421	街道	jiē dào	street, CL:條|条[tiáo], subdistrict, residential district,
3	422	节目	jié mù	program, item (on a program), CL:臺|台,個|个,套[tào],
3	423	节日	jié rì	holiday, festival, CL:個|个[gè],
3	424	结婚	jié hūn	to marry, to get married, CL:次[cì],
3	425	结束	jié shù	termination, to finish, to end, to conclude, to close,
3	426	解决	jiě jué	to settle (a dispute), to resolve, to solve, to dispose of, to dispatch,
3	427	借	jiè	to lend, to borrow, by means of, to take (an opportunity),
3	428	经常	jīng cháng	day to day, everyday, daily, frequently, constantly, regularly, often,
3	429	经过	jīng guò	to pass, to go through, process, course, CL:個|个[gè],
3	430	经理	jīng lǐ	manager, director, CL:個|个,位,名[míng],
3	431	久	jiǔ	(long) time, (long) duration of time,
3	432	旧	jiù	old, opposite: new 新, former, worn (with age),
3	433	举行	jǔ xíng	to hold (a meeting, ceremony etc),
3	434	句子	jù zi	sentence, CL:個|个[gè],
3	435	决定	jué dìng	to decide (to do something), to resolve, decision, CL:個|个,項|项[xiàng], certainly,
3	436	渴	kě	thirsty,
3	437	可爱	kě ài	adorable, cute, lovely,
3	438	刻	kè	quarter (hour), moment, to carve, to engrave, to cut, oppressive, classifier for short time intervals,
3	439	客人	kè rén	visitor, guest, customer, client, CL:位[wèi],
3	440	空调	kōng tiáo	air conditioning,
3	441	口	kǒu	mouth, classifier for things with mouths (people, domestic animals, cannons, wells etc), classifier for bites or mouthfuls,
3	442	哭	kū	to cry, to weep,
3	443	裤子	kù zi	trousers, pants, CL:條|条[tiáo],
3	444	筷子	kuài zi	chopsticks, CL:對|对,根,把,雙|双[shuāng],
3	445	蓝	lán	blue, indigo plant,
3	446	老	lǎo	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity, old (of people), venerable (person), experienced, of long standing, always, all the time, of the past, very, outdated, (of meat etc) tough,
3	447	离开	lí kāi	to depart, to leave,
3	448	礼物	lǐ wù	gift, present, CL:件,個|个,份[fèn],
3	449	历史	lì shǐ	history, CL:門|门,段[duàn],
3	450	脸	liǎn	face, CL:張|张,個|个[gè],
3	451	练习	liàn xí	exercise, drill, practice, CL:個|个[gè],
3	452	辆	liàng	classifier for vehicles,
3	453	了解	liǎo jiě	to understand, to realize, to find out,
3	454	邻居	lín jū	neighbor, next door, CL:個|个[gè],
3	455	楼	lóu	house with more than 1 story, storied building, floor, CL:層|层,座,棟|栋[dòng],
3	456	绿	lǜ	green,
3	457	马	mǎ	horse, CL:匹pi, horse or cavalry piece in Chinese chess, knight in Western chess,
3	458	马上	mǎ shàng	at once, right away, immediately, on horseback (i.e. by military force),
3	459	满意	mǎn yì	satisfied, pleased, to one's satisfaction,
3	460	帽子	mào zi	hat, cap, (fig.) label, bad name, CL:頂|顶[dǐng],
3	461	米	mǐ	rice, CL:粒[lì], meter (classifier),
3	462	面包	miàn bāo	bread, CL:片,袋,塊|块[kuài],
3	463	面条	miàn tiáo	noodles,
3	464	明白	míng bai	clear, obvious, unequivocal, to understand, to realize,
3	465	拿	ná	to hold, to seize, to catch, to apprehend, to take,
3	466	奶奶	nǎi nai	(informal) grandma (paternal grandmother), (respectful) mistress of the house, CL:位[wèi],
3	467	南	nán	south,
3	468	难	nán	difficult (to...), problem, difficulty, difficult, not good,
3	469	难过	nán guò	to feel sad, to feel unwell, (of life) to be difficult,
3	470	年级	nián jí	grade, CL:個|个[gè],
3	471	年轻	nián qīng	young,
3	472	鸟	niǎo	bird, CL:隻|只,群[qún],
3	473	努力	nǔ lì	great effort, to strive, to try hard,
3	474	爬山	pá shān	to climb a mountain, to mountaineer, hiking, mountaineering,
3	475	盘子	pán zi	tray, plate, dish, CL:個|个[gè],
3	476	胖	pàng	fat, plump,
3	477	啤酒	pí jiǔ	beer, CL:杯,瓶,罐,桶,缸[gāng],
3	478	葡萄	pú tao	grape,
3	479	普通话	pǔ tōng huà	Mandarin (common language), Putonghua (common speech of the Chinese language), ordinary speech,
3	480	骑	qí	to ride (an animal or bike), to sit astride,
3	481	其实	qí shí	actually, in fact, really,
3	482	其他	qí tā	other, the others, else, other than (that person), in addition to the person mentioned above,
3	483	奇怪	qí guài	strange, odd, to marvel, to be baffled,
3	484	铅笔	qiān bǐ	(lead) pencil, CL:支,枝,桿|杆[gǎn],
3	485	清楚	qīng chu	clear, distinct, to understand thoroughly, to be clear about,
3	486	秋	qiū	a swing,
3	487	裙子	qún zi	skirt, CL:條|条[tiáo],
3	488	然后	rán hòu	after, then (afterwards), after that, afterwards,
3	489	热情	rè qíng	cordial, enthusiastic, passion, passionate, passionately,
3	490	认为	rèn wéi	to believe, to think, to consider, to feel,
3	491	认真	rèn zhēn	conscientious, earnest, serious, to take seriously, to take to heart,
3	492	容易	róng yì	easy, likely, liable (to),
3	493	如果	rú guǒ	if, in case, in the event that,
3	494	伞	sǎn	umbrella, parasol, CL:把[bǎ],
3	495	上网	shàng wǎng	to be on the internet, to stretch a net (in a sports game or for covering sth), to be netted (of fish),
3	496	生气	shēng qì	angry, mad, offended, animated, to get angry, to be enraged, to take offense, animation,
3	497	声音	shēng yīn	voice, sound, CL:個|个[gè],
3	498	使	shǐ	to make, to cause, to enable, to use, to employ, to send, to instruct sb to do sth, envoy, messenger,
3	499	世界	shì jiè	world, CL:個|个[gè],
3	500	瘦	shòu	thin, to lose weight, (of clothing) tight, (of meat) lean, (of land) unproductive,
3	501	舒服	shū fu	comfortable, feeling well,
3	502	叔叔	shū shu	father's younger brother, uncle, Taiwan pr. [shú shu], CL:個|个[gè],
3	503	树	shù	tree, CL:棵[kē], to cultivate, to set up,
3	504	数学	shù xué	mathematics, mathematical,
3	505	刷	shuā	to brush, to paint, to daub, to paste up, to skip class (of students), to fire from a job,
3	506	双	shuāng	two, double, pair, both,
3	507	水平	shuǐ píng	level (of achievement etc), standard, horizontal,
3	508	司机	sī jī	chauffeur, driver, CL:個|个[gè],
3	509	虽然	suī rán	although, even though, even if,
3	510	太阳	tài yáng	sun, CL:個|个[gè],
3	511	糖	táng	sugar, sweets, candy, CL:顆|颗,塊|块[kuài],
3	512	特别	tè bié	especially, special, particular, unusual,
3	513	疼	téng	(it) hurts, sore, to love dearly,
3	514	提高	tí gāo	to raise, to increase,
3	515	体育	tǐ yù	sports, physical education,
3	516	甜	tián	sweet,
3	517	条	tiáo	strip, item, article, clause (of law or treaty), classifier for long thin things (ribbon, river, road, trousers etc),
3	518	同事	tóng shì	colleague, co-worker, CL:個|个,位[wèi],
3	519	同意	tóng yì	to agree, to consent, to approve,
3	520	头发	tóu fa	hair (on the head),
3	521	突然	tū rán	sudden, abrupt, unexpected,
3	522	图书馆	tú shū guǎn	library, CL:家,個|个[gè],
3	523	腿	tuǐ	leg, CL:條|条[tiáo],
3	524	完成	wán chéng	to complete, to accomplish,
3	525	碗	wǎn	bowl, cup, CL:隻|只,個|个[gè],
3	526	万	wàn	ten thousand, a great number,
3	527	忘记	wàng jì	to forget,
3	528	为了	wèi le	in order to, for the purpose of, so as to,
3	529	为什么	wèi shén me	why?, for what reason?,
3	530	位	wèi	position, location, place, seat, classifier for people (honorific), classifier for binary bits (e.g. 十六位 16-bit or 2 bytes),
3	531	文化	wén huà	culture, civilization, cultural, CL:個|个,種|种[zhǒng],
3	532	西	xī	west,
3	533	习惯	xí guàn	habit, custom, usual practice, to be used to, CL:個|个[gè],
3	534	洗手间	xǐ shǒu jiān	toilet, lavatory, washroom,
3	535	洗澡	xǐ zǎo	to bathe, to take a shower,
3	536	夏	xià	summer,
3	537	先	xiān	early, prior, former, in advance, first,
3	538	香蕉	xiāng jiāo	banana, CL:枝,根,個|个,把[bǎ],
3	539	相同	xiāng tóng	identical, same,
3	540	相信	xiāng xìn	to be convinced (that sth is true), to believe, to accept sth as true,
3	541	像	xiàng	to resemble, to be like, to look as if, such as, appearance, image, portrait, image under a mapping (math.),
3	542	小心	xiǎo xīn	to be careful, to take care,
3	543	校长	xiào zhǎng	(college, university) president, headmaster, CL:個|个,位,名[míng],
3	544	鞋	xié	shoe, CL:雙|双,隻|只[zhī],
3	545	新闻	xīn wén	news, CL:條|条,個|个[gè],
3	546	新鲜	xīn xiān	fresh (experience, food etc), freshness, novel, uncommon,
3	547	信	xìn	letter, mail, CL:封[fēng], to trust, to believe, to profess faith in, truthful, confidence, trust, at will, at random,
3	548	行李箱	xíng li xiāng	suitcase,
3	549	兴趣	xìng qù	interest (desire to know about sth), interest (thing in which one is interested), hobby, CL:個|个[gè],
3	550	熊猫	xióng māo	panda, CL:隻|只[zhī],
3	551	需要	xū yào	to need, to want, to demand, to require, requirement, need,
3	552	选择	xuǎn zé	to select, to pick, choice, option, alternative,
3	553	眼镜	yǎn jìng	spectacles, eyeglasses, CL:副[fù],
3	554	要求	yāo qiú	to request, to require, to stake a claim, to ask, to demand, CL:點|点[diǎn],
3	555	爷爷	yé ye	(informal) father's father, paternal grandfather, CL:個|个[gè],
3	556	一定	yī dìng	surely, certainly, necessarily, fixed, a certain (extent etc), given, particular, must,
3	557	一共	yī gòng	altogether,
3	558	一会儿	yī huì r	a while, also pr. [yī huǐ r],
3	559	一样	yī yàng	same, like, equal to, the same as, just like,
3	560	以后	yǐ hòu	after, later, afterwards, following, later on, in the future,
3	561	以前	yǐ qián	before, formerly, previous, ago,
3	562	以为	yǐ wéi	to believe, to think, to consider, to be under the impression,
3	563	一般	yī bān	same, ordinary, so-so, common, general, generally, in general,
3	564	一边	yī biān	one side, either side, on the one hand, on the other hand, doing while,
3	565	一直	yī zhí	straight (in a straight line), continuously, always, from the beginning of ... up to ..., all along,
3	566	音乐	yīn yuè	music, CL:張|张,曲,段[duàn],
3	567	银行	yín háng	bank, CL:家,個|个[gè],
3	568	应该	yīng gāi	ought to, should, must,
3	569	影响	yǐng xiǎng	an influence, an effect, to influence, to affect (usually adversely), to disturb, CL:股[gǔ],
3	570	用	yòng	to use, to employ, to have to, to eat or drink, expense or outlay, usefulness, hence, therefore,
3	571	游戏	yóu xì	game, CL:場|场[chǎng], to play,
3	572	有名	yǒu míng	famous, well-known,
3	573	又	yòu	(once) again, also, both... and..., and yet, (used for emphasis) anyway,
3	574	遇到	yù dào	to meet, to run into, to come across,
3	575	愿意	yuàn yì	to wish, to want, ready, willing (to do sth),
3	576	越	yuè	to exceed, to climb over, to surpass, the more... the more,
3	577	月亮	yuè liang	moon,
3	578	云	yún	cloud, CL:朵[duǒ],
3	579	站	zhàn	station, to stand, to halt, to stop, branch of a company or organization, website,
3	580	着急	zháo jí	to worry, to feel anxious, Taiwan pron. [zhāo jí],
3	581	照顾	zhào gu	to take care of, to show consideration, to attend to, to look after,
3	582	照片	zhào piàn	photograph, picture, CL:張|张,套,幅[fú],
3	583	照相机	zhào xiàng jī	camera, CL:個|个,架,部,台,隻|只[zhī],
3	584	只	zhī	classifier for birds and certain animals, one of a pair, some utensils, vessels etc,
3	585	只	zhǐ	but, only,
